Tue Mar 28 00:11:28 2023    ./matching/matching.prof

         475538238 function calls (475538189 primitive calls) in 250.674 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)       
        2    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.next} 
        1    0.000    0.000    0.000    0.000 reduction.py:251(AbstractReducer)
        2    0.000    0.000    0.000    0.000 std.py:1167(_comparable)        
        4    0.000    0.000    0.000    0.000 utils.py:171(__eq__)
        7    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}        1    0.000    0.000    0.000    0.000 utils.py:105(__init__)
        1    0.000    0.000    0.000    0.000 process.py:358(_ParentProcess)  
        1    0.000    0.000    0.000    0.000 util.py:182(Finalize)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1179(exec_module)
        1    0.000    0.000    0.000    0.000 threading.py:256(__enter__)     
        1    0.000    0.000    0.000    0.000 utils.py:201(_is_utf)
        1    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}     
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1481(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:757(_newname)      
        3    0.000    0.000    0.000    0.000 std.py:228(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:186(__init__)    
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
        2    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)   
        1    0.000    0.000    0.000    0.000 std.py:579(<setcomp>)
        5    0.000    0.000    0.000    0.000 reduction.py:43(register)       
        5    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 random.py:117(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:210(Condition)   
        1    0.000    0.000    0.000    0.000 {built-in method nt.getpid}     
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1031(get_filename)
        1    0.000    0.000    0.000    0.000 threading.py:271(_is_owned)     
        1    0.000    0.000    0.000    0.000 threading.py:1229(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 context.py:226(DefaultContext)  
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:841(create_module)
        1    0.000    0.000    0.000    0.000 threading.py:265(_release_save) 
        1    0.000    0.000    0.000    0.000 threading.py:1162(daemon)       
        1    0.000    0.000    0.000    0.000 threading.py:1358(current_thread)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' 
objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1155(__init__)
        1    0.000    0.000    0.000    0.000 context.py:229(__init__)        
        1    0.000    0.000    0.000    0.000 context.py:233(get_context)     
        1    0.000    0.000    0.000    0.000 synchronize.py:90(_make_methods)        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 util.py:368(ForkAwareThreadLock)        2    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:227(_releaseLock)   
        2    0.000    0.000    0.000    0.000 __init__.py:1276(disable)
        1    0.000    0.000    0.000    0.000 utils.py:231(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:88(__getattr__)        
        1    0.000    0.000    0.000    0.000 backends.py:84(choose_backend)  
        1    0.000    0.000    0.000    0.000 context.py:220(Process)
        1    0.000    0.000    0.000    0.000 reduction.py:104(DupHandle)     
        1    0.000    0.000    0.000    0.000 synchronize.py:321(Event)       
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 util.py:385(ForkAwareLocal)     
        2    0.000    0.000    0.000    0.000 {built-in method builtins.id}   
        2    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)        
        1    0.000    0.000    0.000    0.000 threading.py:259(__exit__)      
        1    0.000    0.000    0.000    0.000 threading.py:268(_acquire_restore)
        1    0.000    0.000    0.000    0.000 std.py:100(<listcomp>)
        1    0.000    0.000    0.000    0.000 context.py:322(SpawnProcess)    
        1    0.000    0.000    0.000    0.000 process.py:391(_MainProcess)    
        1    0.000    0.000    0.000    0.000 synchronize.py:123(Semaphore)   
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        2    0.000    0.000    0.000    0.000 threading.py:536(is_set)        
        1    0.000    0.000    0.000    0.000 threading.py:1147(daemon)       
        1    0.000    0.000    0.000    0.000 context.py:197(get_start_method)        1    0.000    0.000    0.000    0.000 context.py:329(SpawnContext)    
        1    0.000    0.000    0.000    0.000 process.py:343(AuthenticationString)
        1    0.000    0.000    0.000    0.000 synchronize.py:142(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.min}  
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)     
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)   
        1    0.000    0.000    0.000    0.000 process.py:37(current_process)  
        1    0.000    0.000    0.000    0.000 reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 synchronize.py:159(Lock)        
        1    0.000    0.000    0.000    0.000 synchronize.py:184(RLock)       
        1    0.000    0.000    0.000    0.000 util.py:48(debug)
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 std.py:1315(<lambda>)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)     
        1    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
